authorId,name,community
145608705,,8
2243280567,,18
2146345020,,9
2313914699,,18
2106442829,,35
2051681709,,12
48993866,,15
1996199677,,12
2362141914,,20
3404827,,5
5439717,,12
50257644,,15
116506812,,16
50991767,,6
46609506,,12
46219923,,5
1429844787,,14
1557293815,,4
47866340,,9
27098848,,16
2109716565,,21
2035511946,,8
145462792,,20
7887562,,12
48379623,,16
2074109526,,4
2275289833,,26
2313919289,,18
1718280,,9
2505152,,12
40470674,,15
38614754,,1
2153245275,,9
121022966,,5
35499972,,7
2143374656,,16
1425082935,,16
152988335,,1
17097160,,18
8796171,,10
13012540,,9
29957038,,6
30279076,,18
116709275,,12
2889209,,24
2115011449,,20
4033426,,24
48493368,,5
2152472076,,16
2274370511,,27
2273415095,,18
2471699,,5
2152835959,,16
2275246094,,26
1430763462,,4
2053019791,,12
2934336,,21
2261041177,,26
2314056661,,18
152446182,,16
2062729249,,8
1831395,,10
2087993,,7
2113526509,,26
2060015128,,15
2238764454,,24
2146401482,,6
2219763007,,12
49512734,,16
2019153,,16
35125633,,1
72655349,,6
2280107801,,24
1805998294,,18
145607133,,15
2313926357,,18
2144796537,,6
2275247045,,26
2140045110,,3
148016269,,16
2168587186,,5
46308087,,15
2313913081,,18
72142084,,12
2375384324,,10
1706195,,36
48355030,,14
143601865,,9
143774350,,12
39810222,,29
40500540,,10
8634141,,28
2275265666,,26
2156057290,,17
1630346655,,20
48738717,,12
2388493164,,27
1516120843,,6
3080513,,32
1398077025,,9
2107891050,,32
50319359,,6
103422608,,26
2138579860,,5
50320297,,4
5770276,,8
2275154456,,26
3451494,,5
2057555930,,20
2116345992,,4
7023600,,28
143997772,,5
1905713,,18
143786724,,6
2152907411,,6
145788702,,9
2152631472,,5
2059763226,,16
39192292,,21
2103487700,,16
2250040209,,9
113087438,,6
2275246330,,26
145107462,,7
1730097,,12
1398718391,,10
2989692,,16
2008193344,,3
152456068,,21
144767914,,3
2262491300,,6
3159346,,1
143724694,,16
70402545,,6
2115096249,,16
2116706164,,6
2880264,,15
2352010,,12
2274623,,16
4445262,,28
2238894682,,14
2256290706,,7
96374437,,7
2112556587,,28
3447059,,25
2275528432,,26
88478180,,12
1747181,,21
2388603238,,27
51119775,,16
1399205325,,16
48806269,,9
2109337581,,32
144494941,,12
2237719681,,2
9102722,,21
2863890,,16
153515321,,10
1382655067,,7
33780923,,4
2053522905,,14
2254096428,,10
145590434,,22
145574672,,9
2154244813,,23
152800798,,15
2059412590,,16
152964870,,18
1405260934,,9
2313925786,,18
3166449,,15
8539304,,6
1452351174,,21
9031926,,20
48057821,,12
3002964,,15
2704494,,7
33221685,,9
47159622,,14
2313910746,,18
1748032,,9
144427518,,28
39286677,,21
80842917,,1
145513516,,3
2349261024,,9
2313975817,,18
4563878,,12
145086110,,22
2269208213,,27
27550002,,21
94394596,,1
2055808985,,25
2395143,,10
81970097,,6
2123092039,,15
10115554,,12
2724114,,6
2110955142,,32
93291558,,32
1754926,,20
2313916920,,18
2067768550,,24
4238524,,15
1390625267,,22
4160376,,6
2425630,,9
2737827,,5
2347218957,,21
145604319,,16
1782969,,5
2273413914,,18
2212056864,,15
3597472,,12
144729897,,5
2768462,,16
1490644118,,1
33257626,,32
1380253623,,4
2258960736,,27
40576688,,6
49178343,,6
51034451,,20
151093281,,18
39291675,,29
15727192,,21
47862233,,15
3229600,,15
2108505864,,15
2275251659,,26
2237987648,,7
47636228,,6
3030219,,6
2081608023,,5
144588144,,5
2159632445,,12
46909985,,15
144843400,,21
145201124,,5
27456119,,12
51479145,,5
2257906490,,13
47407464,,7
49572483,,11
144546548,,9
2220407384,,12
3471551,,21
1729960,,18
10699750,,9
2275777049,,26
2341669617,,22
2068562807,,17
2064222622,,21
2432216,,4
1715782,,15
1690314,,27
6204450,,1
123618918,,15
2026851,,5
2115956144,,17
1702139,,20
1791983892,,6
2120933272,,15
2258959388,,7
47971768,,26
2080173111,,16
40076935,,15
1768964,,9
35869086,,6
145112461,,6
1399458493,,15
2188835221,,15
1800714,,16
144131275,,10
144581158,,16
145676588,,6
98285513,,6
2565587,,10
2146400394,,9
2146367061,,18
1507094362,,12
145265750,,32
143718836,,5
2110777665,,15
2026855,,21
143758717,,14
8157979,,20
1725643,,6
84426766,,32
2113836945,,5
1798000,,32
50580380,,21
2313910116,,18
2286784801,,2
144332474,,11
2117715631,,26
144019526,,16
94400492,,16
2115356502,,9
144028698,,3
2364429,,20
2333512047,,1
2117357,,21
153140528,,22
31461304,,18
2257358235,,7
2275245771,,26
144988242,,15
49934559,,16
2112706531,,15
2311157472,,16
2157338362,,12
145947074,,15
3360115,,18
83219544,,19
144535526,,34
40228633,,20
2253740486,,7
50984055,,7
3271933,,21
47364599,,21
2146280496,,6
2124814824,,6
49260917,,4
2130392,,32
2101830371,,21
9967304,,16
2152198093,,12
144339506,,6
2112583248,,15
2247393,,9
38469525,,12
2121954729,,7
145010862,,1
2057587421,,21
2211146140,,31
145944286,,6
2061751696,,5
8776560,,14
2143397386,,12
35224631,,21
49349645,,10
50510599,,15
19212631,,15
2387920357,,21
49841374,,9
39578349,,21
2090143611,,16
2152978390,,6
33145619,,5
2313925570,,18
9739979,,15
11371884,,17
9999727,,4
18119920,,9
1814905,,12
2519438,,14
48680356,,15
47963165,,16
122347685,,12
2314712137,,18
40879549,,5
2599292,,21
67180560,,9
2286907558,,2
40284207,,12
2131612425,,15
2057293253,,6
2212517001,,9
37144787,,9
2145917899,,15
2109384692,,14
145035129,,5
2165346,,6
1706104,,6
46378481,,8
2065888111,,4
2300094187,,12
2056898702,,1
2257315913,,9
2155590336,,9
2055735396,,12
2749418,,16
48391466,,6
2131639924,,9
2066293027,,4
2152834943,,6
1766844,,2
2304764,,1
2172045711,,7
1729630,,15
2068296615,,31
2067812849,,9
2700360,,26
2275251200,,26
67090637,,37
2254874914,,7
11150265,,26
2072039870,,16
2226452668,,26
153295714,,9
2064661,,23
2237634925,,2
2089067,,5
2275251620,,26
39713408,,5
3472379,,6
152877508,,26
144528288,,16
2108508109,,9
2107970655,,14
145527707,,9
72272761,,23
2142401124,,15
2066463450,,38
2546331,,1
145419187,,12
2279712392,,6
1729041,,7
144962210,,9
49235356,,20
1746678,,14
52152632,,26
3029482,,39
2279872952,,24
2324711457,,22
2070182542,,24
2086576,,9
143776287,,16
145731462,,16
1730368,,6
2064619864,,5
1666667717,,12
2118320087,,31
144834709,,6
2156559,,15
2341539256,,22
1743600,,3
2241324376,,14
153372499,,6
1397958699,,15
37865894,,8
49885207,,1
2116066317,,16
25581960,,23
2145947120,,12
144787340,,9
144223091,,12
46700348,,6
39571582,,12
2239319723,,24
1393265427,,17
31081683,,12
2183687571,,32
145048694,,15
23988324,,9
2220070414,,14
2265754058,,7
2071515376,,3
2282542314,,18
2119120552,,15
144739074,,12
47130544,,32
2007712128,,12
2969823,,16
4077027,,6
1492181289,,10
2109168016,,21
2112752933,,9
2420608,,6
1486204986,,37
2329367548,,28
2275540420,,26
81541071,,21
3371922,,9
39589154,,18
2297234,,40
2146204239,,9
39251318,,16
31549738,,15
2064365382,,7
1803054,,6
2143422191,,9
1388574431,,1
19275599,,7
1664850594,,5
51509387,,7
2313925454,,18
145895943,,15
2123318886,,3
2198436,,41
2314696266,,18
2256129703,,7
2144439048,,9
2285597551,,18
2577533,,9
1818378366,,5
2357080978,,6
144097734,,32
51920030,,9
2076788502,,21
1470947219,,12
2315579205,,7
1679287,,2
48144767,,24
40901818,,10
40522277,,15
67154907,,20
144773003,,2
1491329554,,12
2992833,,6
5345848,,19
12229660,,4
14909194,,4
2307592658,,26
51453887,,6
2343773236,,18
2096387,,42
37793573,,28
145439284,,15
67007190,,16
49297123,,5
5021307,,21
2129445960,,6
1704216299,,12
48267618,,12
1820412,,21
3422058,,16
2542296,,29
2378689610,,15
145509127,,15
2150023774,,6
2053875373,,8
3982512,,31
48829479,,1
145730774,,10
38813990,,3
2313924937,,18
1724648481,,1
11306791,,6
2115510017,,3
14902530,,12
1797022,,15
145670946,,21
2109347174,,32
32478749,,11
2483738,,10
2054309105,,15
2362222631,,20
1744700,,16
4044164,,6
1723040,,15
11669995,,9
1912476,,12
145689677,,9
33524946,,6
2331539,,12
2064728699,,12
2134791809,,9
2057663102,,6
2313918409,,18
2634203,,12
1755465,,16
2112754809,,9
2151087994,,26
2071382497,,1
2315452357,,7
2275210659,,26
1840138221,,6
144590225,,1
2275058159,,16
23476952,,9
1699265,,1
8757752,,17
2249816294,,9
2313919733,,18
1718880,,7
3460489,,1
3313708,,5
2527954,,5
2119725651,,6
2115584569,,9
30155522,,1
2375007232,,4
144259957,,4
2109306087,,6
144516687,,21
2922874,,21
1398079691,,15
2275150061,,26
66697271,,21
2347347922,,15
3421183,,15
1485370713,,10
1954203,,9
49104901,,15
38463538,,16
4575601,,19
2153897624,,9
2051801829,,15
2279825661,,12
3430870,,15
144915495,,10
27093563,,9
80833908,,5
2815290,,12
31666608,,23
2313925798,,18
79875630,,4
145736539,,24
2118676105,,30
1683372,,16
2116522791,,15
50880747,,9
1777167,,9
2087380523,,14
2799799,,16
1519029112,,16
3049056,,15
9695889,,10
2108801920,,6
145907470,,28
51436004,,12
5634144,,11
2374218,,9
2126342450,,17
48024643,,5
5011051,,29
13533044,,6
2285836371,,24
48692127,,15
1643124213,,15
1770992,,1
40414747,,15
144653901,,3
2807313,,15
147746767,,26
143929823,,21
2355882063,,20
2056023368,,32
21095952,,7
2149531506,,8
48631088,,9
144187725,,16
2267995,,23
2009752601,,24
1700325,,5
2275245668,,26
2205004354,,16
2275132306,,26
2066185365,,16
2748188,,16
145474474,,3
1751019,,9
38628528,,15
2119044211,,9
3367628,,16
153245407,,9
145795026,,12
3305169,,9
2038268012,,34
1591111757,,37
2210265479,,12
144008487,,15
2279207189,,15
145662441,,6
1679542,,4
1400326437,,21
2141896,,9
2115859099,,23
40577530,,16
49749912,,15
2262718858,,7
3793520,,15
1900346556,,38
2275189326,,26
81672773,,15
2275230678,,26
4516701,,15
2257181419,,14
1387872831,,7
2352551,,14
1974383,,7
2697425,,5
3462332,,32
2740105,,13
2053590350,,21
1391027880,,6
2275897,,16
2273006690,,18
2109495772,,9
2107994068,,8
50031004,,6
1452678444,,10
2918013,,12
48213346,,9
2057426488,,26
1732264,,21
2275244711,,26
2275245594,,26
2247075787,,3
3166516,,16
2069535069,,9
2115855484,,20
2313912794,,18
2109650391,,21
3468254,,16
4971042,,16
2458662,,15
145014675,,22
144203200,,12
2329018321,,12
3335836,,14
4908509,,6
1397963301,,11
2064295888,,7
2990741,,26
3282030,,16
1389556365,,21
2054135353,,9
1802359,,4
144158271,,9
152565355,,12
2086986140,,15
38026572,,6
120074583,,10
87841404,,27
2057970162,,2
2315617579,,7
34924498,,16
2087126470,,5
2313918294,,18
3094662,,37
2313913073,,18
3490923,,10
2068123790,,26
39849136,,21
2053781980,,12
2275231534,,26
2253752930,,7
3468942,,32
1792577,,15
2064274251,,16
11774695,,6
1694635,,4
2280917429,,34
37666967,,16
143823065,,9
2117833477,,30
1932191260,,15
2314112114,,26
35431603,,6
2109640951,,6
4846639,,11
2240157236,,24
2144322624,,9
37417418,,11
145086544,,28
1875266191,,6
3407268,,29
2203368846,,10
2313909751,,18
10698483,,26
1398898827,,16
1447030685,,6
2066986101,,28
51177390,,37
2289146386,,13
1956459,,16
144677904,,4
2068070,,18
50213542,,26
1659314445,,12
5045800,,5
2144187,,24
2067208983,,16
2324221871,,22
51171144,,4
2056157475,,5
6099396,,12
2313918541,,18
2143121079,,28
1899649,,14
2302377781,,22
1684454,,12
8083287,,15
98800979,,18
2119320959,,4
1811529,,12
144022407,,15
31613801,,26
2292215354,,7
1737568,,16
2595180,,9
2111226672,,5
1784933,,15
145334576,,4
48313860,,7
1405681873,,20
144312222,,15
2275525680,,12
9948791,,16
2815804,,14
4567913,,15
2476765,,10
11756743,,4
22243769,,5
118691408,,16
2109214103,,30
2522197,,20
2197063831,,16
46430291,,26
6229929,,24
2285263,,12
2065738416,,10
8527563,,7
36577444,,6
7018631,,16
2254173316,,10
2177801,,21
2280596239,,15
40075735,,6
2951229,,9
2260131747,,4
47782132,,21
46276940,,5
2426718,,20
144539290,,14
48373216,,16
1702318,,9
5127465,,1
144843605,,23
19263506,,16
2248340971,,18
1944225,,21
1750924,,9
40497459,,16
6032403,,16
2218062503,,22
2152735278,,25
144370326,,5
2157996254,,6
2108825270,,32
48361424,,12
3277704,,3
1723876,,16
7278868,,32
2118339942,,8
35708956,,9
3275284,,16
2112281287,,10
144142360,,12
2048167730,,17
31812669,,9
1986190750,,16
2124928119,,3
2589602,,16
2484788,,6
1746914,,10
73769459,,5
153236353,,24
2845020,,12
2378954,,5
46724030,,12
2313918943,,18
2262080679,,26
2066570629,,1
2145912,,16
79775260,,5
2254332860,,15
102482926,,9
50524143,,1
2143911040,,6
2059886128,,18
2320329696,,4
65836291,,6
47540100,,12
1404631051,,21
32725720,,12
35836381,,10
144827643,,15
150084685,,15
51940742,,12
51438708,,7
1773498,,10
50557601,,9
2116664181,,15
2401865,,21
2269147696,,12
19200118,,18
1609892161,,10
2232527511,,12
1891978,,7
2055306799,,12
2111857272,,20
144887886,,12
143754963,,15
2313916766,,18
2171112793,,7
50844674,,9
50731529,,13
1699344,,15
2158366935,,26
49264864,,4
40132679,,10
2106679754,,6
1681921,,10
7638730,,9
2117985303,,15
145262461,,1
102471415,,32
2056440915,,6
1737850,,5
144338534,,29
48278969,,1
3377074,,15
102281182,,21
2067693441,,15
9941702,,12
145327993,,32
1583098764,,6
2004254995,,28
50995454,,9
9046478,,6
1863425,,6
3084614,,16
2335072605,,22
2585415,,10
37591038,,16
47558569,,15
47447264,,16
1807746211,,9
4859910,,15
1492113939,,10
2146257251,,26
1751569,,12
2282540862,,7
2110486765,,6
2266304177,,18
1911881,,12
1723587,,29
8021910,,7
2186634,,12
2109493835,,9
2294173649,,14
2257340579,,10
2313918301,,18
2052275005,,12
65739579,,15
1932201,,13
123492027,,16
145602575,,23
2083206953,,12
3249631,,9
144270981,,5
35021844,,15
145012462,,15
2197839743,,3
38824219,,39
2595376,,20
2731900,,3
2072724069,,14
144893251,,16
1743961,,12
2616533,,24
1389570466,,9
152585800,,4
2907260,,12
2323129738,,27
2151801907,,7
23033976,,10
1747849,,12
2119079641,,9
2053887441,,2
2351434,,16
3440874,,6
2274774915,,26
47413820,,6
151488492,,12
35064352,,4
46477104,,10
3008832,,3
24068173,,5
121873407,,7
2146280157,,6
2759569,,21
1738525494,,23
46411828,,5
2111316339,,9
2451191,,15
6881669,,15
40450311,,3
2107411591,,7
9345245,,15
2055623871,,15
6303990,,7
1707297,,4
2116357414,,10
2107842138,,6
2296959853,,24
10780897,,14
2151735262,,26
1770888,,15
2053392441,,21
2063030251,,3
144894837,,12
145697585,,10
2378027,,12
50793079,,23
1659291566,,37
2143862099,,12
35006479,,16
2211145582,,31
145567037,,29
1779097,,14
1388383230,,7
2124948371,,6
49454094,,20
2315735332,,7
40171292,,43
10699417,,14
1434537659,,15
5569162,,15
2143735911,,14
3307885,,16
2195355151,,7
144344283,,10
40396701,,15
2269804555,,15
1890926506,,6
2189083,,6
51450943,,29
3023507,,14
2087238859,,20
1678934,,44
2084181,,15
144413479,,12
145941081,,28
48537464,,4
2151735251,,26
94936386,,6
145192191,,1
144861196,,1
49408757,,14
145385471,,20
30176430,,6
2254832557,,15
2142365973,,26
2341540112,,22
2894170,,12
49846372,,6
144333684,,12
49329980,,6
2307075814,,20
145824029,,16
49407415,,26
2389122827,,12
2058608348,,1
12611623,,20
2072010,,18
2132769,,7
1716151,,27
2300091321,,12
31958609,,17
1685771,,16
2117940996,,9
2275234856,,26
1692755523,,1
3604967,,17
2116758319,,9
3093004,,16
4889956,,1
101987257,,7
2187217527,,8
9948572,,16
2143534132,,9
3213962,,12
2029906,,16
49984891,,32
1680046,,16
6152141,,15
36952573,,16
145703741,,16
1491641853,,11
2065430571,,26
144848816,,9
1743797,,6
34719201,,16
144558659,,1
2544144,,34
2081806483,,4
1453652787,,1
2051867856,,10
35654996,,32
2109102523,,14
3393407,,16
2109228343,,16
2156144568,,1
34192119,,9
49923155,,9
1398777358,,16
1744179,,12
2211671694,,18
2058336670,,16
2047040253,,24
49398909,,1
2149521326,,17
145287425,,5
1841911,,15
1405614659,,16
144651486,,6
2067596385,,16
87085411,,18
146884473,,9
2007667225,,14
115504645,,6
52204747,,29
145057514,,6
40827370,,12
2265899558,,21
2342154906,,22
2057988112,,7
6639036,,12
143950636,,12
6515819,,26
2143795572,,9
2054580965,,21
2114130748,,24
2071666,,16
30536465,,16
39347554,,5
51042571,,16
8211183,,21
1856510,,29
3225040,,12
46174952,,12
1470464839,,4
2111146120,,14
144633696,,5
2108263986,,7
2178280,,15
23933553,,24
2300486168,,32
10683576,,21
2175946,,16
2146380946,,4
1411583481,,16
2253952872,,26
3024698,,5
2075302316,,4
47601191,,6
1732570,,20
2048004675,,25
2149932294,,20
2144385330,,15
5699190,,19
2313925697,,18
2594093,,10
144037977,,15
145912651,,17
145934658,,12
2083603,,32
2480051,,14
2299727472,,1
2528439,,21
2183377987,,12
2082991,,21
3346186,,5
2082239112,,5
9955459,,4
47052047,,3
145857599,,32
1741293,,16
145503806,,21
66125335,,32
2653121,,6
2111973005,,8
2143749716,,9
143685694,,16
50708404,,16
37722032,,12
2381099740,,27
2209951776,,17
153034701,,6
1994333,,12
1949747,,21
3022738,,32
1682008,,9
1658053701,,15
2304395613,,15
1988651328,,37
3490162,,6
40297238,,12
2107968379,,6
2196517336,,7
26371877,,14
3152203,,6
152380508,,16
2275245336,,26
33219438,,14
2290161098,,24
2272672481,,18
4505843,,11
1995333,,9
145668784,,15
2257350284,,7
2149233579,,25
65842988,,9
71666838,,20
2278452197,,22
2802885,,14
145009056,,5
2786693,,21
1700928,,36
25259989,,15
143628849,,3
2154458079,,9
2255540603,,7
2292403,,12
153160317,,16
3400273,,10
35429700,,32
1396954703,,12
3040289,,11
2214806,,17
2116439278,,16
1398461214,,29
2466164,,0
2218050062,,7
104492007,,6
145095579,,16
2315610518,,7
2188489,,12
2287930119,,37
3333512,,29
2182815661,,3
1765674,,9
2180652424,,6
2115202125,,27
2829009,,3
41020000,,9
2911626,,18
144950946,,0
3025780,,16
10777941,,12
5729737,,1
145167136,,12
27482006,,31
2268221163,,18
2063943517,,24
2740804,,20
1955964,,16
1701353,,14
34699434,,4
2286859252,,2
2275252154,,26
2115437382,,6
2285798957,,18
145912588,,12
2110032535,,5
2253567347,,7
2342604,,20
22698655,,6
2230525,,9
2286265819,,2
6579861,,13
3361022,,16
2516425,,10
2158651662,,16
2112400,,16
6917616,,1
145638575,,6
2253786576,,10
3451759,,4
2046967382,,32
39677614,,21
2090447478,,9
2403354,,14
1560540306,,15
2289158484,,14
38978232,,9
1468877169,,26
2067745837,,16
2973831,,6
2143067490,,7
50324141,,16
144824431,,43
2294804802,,22
35041003,,9
2347355622,,20
83641658,,38
152271968,,15
2300095420,,12
81703072,,7
2290750668,,18
1729912,,12
2313925619,,18
90929602,,5
2275117,,12
3376845,,5
2052508835,,28
4237478,,1
1717179,,9
35618308,,12
104444594,,4
2166499826,,14
143893221,,15
2018041,,9
1748808,,22
2488938,,32
3144580,,16
2154203773,,9
2258939548,,4
2313908725,,18
46393411,,4
2343773325,,18
2148904543,,6
20513655,,12
3422908,,5
133761917,,6
2157840220,,6
2255251113,,7
3210262,,10
2356324110,,31
1974363,,31
3337238,,5
144847940,,32
39793298,,39
39393520,,16
3469125,,10
27628828,,6
2053179501,,7
51134127,,40
88987630,,15
34921162,,18
2315952736,,20
2108552060,,17
2109563578,,30
2277159507,,22
30097914,,1
2144139161,,10
51484149,,20
2314069334,,18
2082253,,5
2213266,,12
2238568506,,10
2118294665,,4
1602998334,,1
2064673055,,26
2046912381,,25
8815141,,4
10419477,,5
2277511475,,18
48662861,,5
23696685,,10
2055666929,,8
2380844740,,17
1900163,,5
3110620,,16
116272138,,5
3050846,,39
31757592,,21
2238088091,,7
50058359,,12
2063969492,,6
40029556,,21
145341374,,29
2249751950,,15
1743722,,5
1716777,,15
2108553866,,12
2253588342,,7
37895334,,9
2369217398,,7
50687960,,27
7264115,,7
2212030,,6
2889075,,32
1732330,,5
2286102932,,2
2766123,,5
2257346533,,7
2293932844,,27
2275750817,,26
47783376,,12
40895011,,16
145327825,,15
32163737,,12
2286693686,,2
2287003597,,2
2096916416,,26
1702868,,9
3312309,,7
34026610,,7
2167168779,,15
2211145819,,31
153191489,,6
31932512,,8
152241918,,10
143982887,,6
2205167,,15
92758499,,3
3025831,,12
2079396269,,3
2487903,,15
29866465,,16
2266438865,,6
2000600815,,9
1751762,,16
1803459,,6
2108681349,,6
2314080357,,18
1890458,,1
145122867,,11
2064068973,,21
1923275244,,15
2090511698,,4
145146201,,4
2313909658,,18
25006055,,14
1391126980,,6
1707461,,10
90591458,,18
49837811,,12
2052319438,,6
1854385,,16
2004492494,,28
2240129086,,24
1720987,,32
80229279,,6
2110641716,,6
2144288655,,10
1389392654,,12
2114325306,,22
2055846675,,7
119659229,,5
143712374,,12
2065251344,,16
32224500,,15
35232494,,10
2190957318,,18
2108605329,,12
3363368,,15
152572738,,3
153596655,,9
2313925780,,18
2186852856,,20
48784944,,3
2511744,,12
65855107,,6
152226504,,6
71486688,,12
2087698751,,21
11455278,,10
2261652003,,7
2109890021,,9
48447436,,1
6541629,,2
23923796,,6
145500855,,14
2343773752,,18
2047236990,,8
2116473,,18
39796080,,16
80157448,,16
2287970036,,15
2109586102,,5
144799987,,16
2257375992,,10
46230609,,5
1794202,,12
145781464,,20
2356294,,11
38656643,,21
2313918680,,18
51121444,,5
2275198554,,7
1723945,,10
2362177469,,20
2144688834,,15
2198464317,,9
145572784,,9
2462378,,21
145234673,,28
9445492,,15
1696086,,9
50132166,,9
3869000,,13
145718850,,14
47446467,,21
2145762695,,15
2111164613,,6
145478807,,16
2163967642,,20
144720333,,14
1765951,,7
101246501,,32
47921134,,16
2149295692,,9
2265578964,,12
2313934481,,18
2698777,,4
8350409,,16
40466858,,6
46813368,,6
2064279798,,1
28612243,,12
2048712,,12
145247319,,14
89890133,,6
2959414,,12
2280111660,,24
2108100568,,9
2144419280,,8
2336542,,3
30430456,,9
2065625904,,12
2323559064,,22
39922366,,10
2314072280,,18
46394797,,6
2056157586,,6
2550764,,7
2118962158,,15
2056658938,,4
1778250602,,21
2386020817,,6
2055765060,,6
2616915,,34
2256629847,,7
2144831836,,9
143753639,,12
2811287,,21
40227832,,16
2447936,,13
3402875,,7
31746264,,16
48459110,,16
2110950699,,10
2115300590,,9
2153302910,,12
2257173088,,7
2059685709,,12
2258315773,,24
2078553,,5
2108194465,,9
2130291052,,38
2276554,,7
2056770646,,37
72117196,,6
2779415,,12
39371343,,6
2119051505,,4
40201308,,16
2257176361,,24
3385516,,5
49988044,,10
2116565951,,6
2153689315,,6
2146374461,,21
1402680837,,12
2699105,,5
46928736,,21
2316261214,,20
2275245820,,26
2314071119,,18
2109506541,,20
103405110,,18
1389938612,,16
2274690508,,15
143771778,,15
1730108,,10
8308607,,7
2144471621,,9
47294156,,32
1780245,,12
2055901763,,6
40274002,,10
2315948290,,20
49307508,,9
41187410,,15
145420448,,44
1628391446,,5
2275188258,,12
10737060,,7
1711918,,21
144259229,,6
1384668226,,25
144518416,,21
46708422,,42
51305314,,9
2051714782,,26
123607932,,12
2210669180,,12
1807295,,15
1896724,,12
145689714,,4
152959197,,24
3231182,,16
1403342574,,14
1398782737,,15
2109332067,,9
2108280168,,15
1733928,,3
2257386929,,7
2286638954,,7
2362276,,12
145005772,,43
2459558,,15
2604753,,23
1561672016,,20
34838386,,16
1994964,,12
2093481204,,9
2146257375,,26
1797834,,3
47497262,,12
